name,step_deg,worst_ratio,jumps,jump_rate,flips,turns_median,turns_max,radius_median,verdict
20251220020000-w030_2025122002_flatboi,0.9476,5.7,0,0.0,38,1.13,1.29,1160.5,OK
20250926051122-auto_grown_20250926051122829,1.0013,5.7,0,0.0,334,0.27,0.99,898.6,OK
20251203230500-w089_20251203230500465_flatboi,0.4359,5.7,0,0.0,488,0.64,0.73,2016.8,OK
20260603190005-5753_-5,1.0308,5.7,0,0.0,1851,0.16,0.66,764.2,WATCH
20260623141135-w046-052_jordi,1.013,5.7,0,0.0,180,0.84,7.02,991.6,OK
20260623145652-w059-063,0.6738,5.7,0,0.0,718,4.98,5.01,1514.6,OK
20251208130119-w028_20251208130119156_flatboi,0.997,5.6,0,0.0,54,1.16,1.32,1098.3,OK
20250925161630-auto_grown_20250925161630635,1.1303,5.6,0,0.0,91,0.31,0.99,851.7,OK
20251203230500-w089_20251203230500465_flatboi,0.4343,5.6,0,0.0,776,0.64,0.74,2022.3,OK
20260623144224-w046-052,1.0093,5.6,0,0.0,108,0.83,7.02,1003.7,OK
20260623144224-w046-052,1.0094,5.6,0,0.0,106,0.83,7.02,1003.7,OK
20240304161941-w023_20240304161941_flatboi,0.9889,5.5,0,0.0,258,4.42,4.58,1086.9,OK
20240304161941-w023_20240304161941_flatboi,0.9888,5.5,0,0.0,260,4.42,4.58,1087.0,OK
20251212185248-w029_20251212185248662_flatboi,0.9641,5.5,0,0.0,150,1.15,1.31,1130.6,OK
20260128140000-w038_2026012814_flatboi,0.3145,5.5,0,0.0,1160,0.72,1.05,3220.0,OK
20231007101619,1.0654,5.5,0,0.0,408,4.3,5.02,955.2,OK
20260623150417-w064-068,0.7436,5.5,0,0.0,336,4.99,5.01,1332.0,OK
20260623150417-w064-068,0.7437,5.5,0,0.0,336,4.99,5.01,1331.9,OK
20251208130119-w028_20251208130119156_flatboi,0.9979,5.4,0,0.0,34,1.15,1.32,1099.1,OK
20260128140000-w038_2026012814_flatboi,0.2314,5.4,0,0.0,1560,0.71,1.05,4393.5,OK
20260321025901-MAN5_outer_3,0.2166,5.4,0,0.0,1254,0.91,0.93,4160.7,OK
20231221180251,1.2064,5.4,0,0.0,360,0.66,2.65,731.7,OK
20260623142658-w028-037,1.2059,5.4,0,0.0,1260,0.6,10.01,824.5,OK
20260623150417-w064-068,0.1859,5.4,0,0.0,1290,4.99,5.01,5327.2,OK
20260623150417-w064-068,0.0875,5.4,0,0.0,2880,4.98,5.01,11314.8,OK
20260123230000-w037_2026012323_flatboi,0.7806,5.3,0,0.0,160,0.74,1.05,1322.6,OK
20260128140000-w038_2026012814_flatboi,0.7557,5.3,0,0.0,528,0.75,1.05,1343.6,OK
20250928235953-auto_grown_20250928235953722,1.1195,5.3,0,0.0,266,0.34,1.01,836.0,OK
20250926132117-w083_20250926132117595_flatboi,0.4347,5.3,0,0.0,2448,0.65,0.68,1888.9,OK
20231007101619,1.0667,5.3,0,0.0,350,3.7,5.02,954.9,OK
20260602204401-5753_-7,1.0862,5.3,0,0.0,1203,0.12,0.51,739.4,WATCH
20240304144031-w018_20240304144031_flatboi,1.133,5.2,0,0.0,580,2.77,5.3,914.7,OK
20240304144031-w018_20240304144031_flatboi,1.1329,5.2,0,0.0,586,2.77,5.3,914.8,OK
20260123230000-w037_2026012323_flatboi,0.3256,5.2,0,0.0,278,0.71,1.04,3170.9,OK
20250926145427-w084_20250926145427439_flatboi,0.4411,5.2,0,0.0,696,0.64,0.75,2027.8,OK
20251110110112-w066_20251110110112608_flatboi,0.4792,5.2,0,0.0,152,0.96,0.98,2273.6,OK
20251110110112-w066_20251110110112608_flatboi,0.478,5.2,0,0.0,176,0.96,0.98,2274.4,OK
20260602204401-5753_-7,1.0861,5.2,0,0.0,1223,0.13,0.52,740.0,WATCH
20260119120000-w036_2026011912_flatboi,0.7917,5.1,0,0.0,640,0.81,1.07,1327.4,OK
20260123230000-w037_2026012323_flatboi,0.7821,5.1,0,0.0,126,0.74,1.05,1323.0,OK
20260123230000-w037_2026012323_flatboi,0.2395,5.1,0,0.0,382,0.7,1.05,4324.6,OK
20250502180748-auto_grown_20250502160748721,0.5375,5.0,0,0.0,30,0.08,0.13,306.7,WATCH
20250926145427-w084_20250926145427439_flatboi,0.4425,5.0,0,0.0,538,0.64,0.76,2019.8,OK
20231210121321,1.1398,5.0,0,0.0,156,1.91,1.98,880.7,OK
20231210121321,1.1408,5.0,0,0.0,190,1.91,2.01,880.7,OK
20260220214732-auto_grown_20260220144552896,1.1062,4.9,0,0.0,118,0.75,0.8,722.8,OK
20260623143441-w038-045,1.1738,4.9,0,0.0,640,0.69,8.0,855.4,OK
20260623143441-w038-045,1.1571,4.9,0,0.0,402,0.98,8.0,855.7,OK
20260623150417-w064-068,0.6079,4.9,0,0.0,498,4.99,5.01,1636.9,OK
20231221180251,1.2041,4.8,0,0.0,314,0.66,2.65,733.0,OK
20260604223808-20231210121321_v8,1.1922,4.8,0,0.0,402,2.29,2.48,873.4,OK
20231012184424,1.2214,4.7,0,0.0,504,0.74,4.12,819.4,OK
20231012184424,1.2195,4.7,0,0.0,592,0.75,4.12,819.0,OK
20231106155351,1.3731,4.7,0,0.0,658,0.64,3.5,710.1,OK
20260623142658-w028-037,1.4676,4.6,0,0.0,1246,0.6,10.01,676.7,OK
20250502182456-auto_grown_20250502161202782,1.2564,4.5,0,0.0,0,0.34,0.73,424.4,OK
20251115002748-auto_grown_20251115002740308_8_flatboi,0.5725,4.5,0,0.0,1386,2.93,2.96,1890.9,OK
20250502182456-auto_grown_20250502161202782,0.7091,4.4,0,0.0,50,0.18,0.56,430.2,OK
20240304141531-w013_20240304141531_flatboi,1.388,4.3,0,0.0,1592,0.57,5.74,711.5,OK
20260123230000-w037_2026012323_flatboi,0.1155,4.3,0,0.0,676,0.5,1.04,9148.3,OK
20231022170901,0.4834,4.3,0,0.0,0,0.88,7.98,2222.9,OK
20260623141924-w010-027,2.0573,4.3,0,0.0,6186,0.48,14.83,425.7,OK
20260623141924-w010-027,2.057,4.3,0,0.0,6184,0.48,14.83,425.7,OK
20240304141531-w013_20240304141531_flatboi,1.3876,4.2,0,0.0,1724,0.56,5.74,711.7,OK
20250926122938-w082_20250926122938619_flatboi,0.421,4.2,0,0.0,3432,0.64,0.69,2099.9,OK
20260623151041-w069-072,0.1741,4.2,0,0.0,614,3.99,4.01,5659.8,OK
20260623151041-w069-072,0.6962,4.2,0,0.0,170,3.99,4.01,1415.2,OK
20260623151041-w069-072,0.6963,4.2,0,0.0,170,3.99,4.01,1415.2,OK
20260623151041-w069-072,0.082,4.2,0,0.0,1368,3.99,4.01,12022.0,OK
20231031143852,1.4412,4.1,0,0.0,832,0.59,3.13,639.5,OK
20260226000000-46527_2um_try2,1.2498,4.0,0,0.0,133,0.26,0.75,441.0,OK
20251106133152-w077_20251106133152767_flatboi,0.4477,4.0,0,0.0,2011,0.71,0.75,2166.6,OK
20251115002743-auto_grown_20251115002740308_3_flatboi,0.8263,4.0,0,0.0,432,3.66,6.79,1316.4,OK
20231031143852,1.4445,4.0,0,0.0,732,0.59,3.11,640.7,OK
20260108140509-w011_20260108140509268_flatboi,1.7903,3.9,0,0.0,621,0.79,1.39,525.7,OK
20260226123353-auto_grown_20260226123353106,4.2772,3.9,0,0.0,11,0.34,0.37,419.5,WATCH
20251112000002-w087_20251112000002214_flatboi,0.451,3.9,0,0.0,166,0.64,0.7,1886.2,OK
20251112000002-w087_20251112000002214_flatboi,0.4496,3.9,0,0.0,238,0.64,0.7,1891.1,OK
20231022170901,1.5699,3.9,0,0.0,0,2.53,7.99,681.9,OK
20260623151041-w069-072,0.5688,3.9,0,0.0,264,3.99,4.01,1739.3,OK
20260623151729-w073-076,0.1657,3.9,0,0.0,624,3.99,4.02,5953.8,OK
20260623151729-w073-076,0.6628,3.9,0,0.0,166,3.99,4.02,1488.7,OK
20260623151729-w073-076,0.663,3.9,0,0.0,166,3.99,4.02,1488.8,OK
20260623151729-w073-076,0.0779,3.9,0,0.0,1346,3.99,4.02,12642.1,OK
20250930083742-auto_grown_20250930083742882,1.4021,3.8,0,0.0,114,0.37,1.0,710.5,OK
20250926150345-w086_20250926150345176_flatboi,0.4504,3.8,0,0.0,272,0.64,0.7,1887.8,OK
20251110135146-w085_20251110135146457_flatboi,0.4433,3.8,0,0.0,1444,0.65,0.7,1930.8,OK
20250929040153-auto_grown_20250929040153260,1.5367,3.7,0,0.0,56,0.4,0.9,667.7,OK
20250929040153-auto_grown_20250929040153260,1.426,3.7,0,0.0,2,0.36,0.96,682.8,OK
20250926150345-w086_20250926150345176_flatboi,0.4489,3.7,0,0.0,354,0.64,0.7,1893.4,OK
20251110135146-w085_20251110135146457_flatboi,0.4449,3.7,0,0.0,1156,0.64,0.7,1925.9,OK
20231016151002,2.1242,3.7,0,0.0,190,0.73,4.98,456.7,OK
20260108140509-w011_20260108140509268_flatboi,1.8059,3.6,0,0.0,515,0.77,1.36,525.9,OK
20250502180708-auto_grown_20250502160708188,1.4062,3.6,0,0.0,13,0.23,0.87,420.6,OK
20251106133152-w077_20251106133152767_flatboi,0.4488,3.6,0,0.0,1497,0.71,0.75,2162.1,OK
20251106170358-w076_20251106170358232_flatboi,0.4449,3.6,0,0.0,2219,0.71,0.76,2213.4,OK
20251106170358-w076_20251106170358232_flatboi,0.444,3.6,0,0.0,2756,0.71,0.76,2217.4,OK
20260623141924-w010-027,1.7344,3.6,0,0.0,7586,0.49,16.39,516.3,OK
20260623151729-w073-076,0.5416,3.6,0,0.0,244,3.99,4.02,1829.4,OK
20260623152443-w077-080,0.1573,3.6,0,0.0,270,3.99,4.01,6246.9,OK
20260623152443-w077-080,0.6291,3.6,0,0.0,80,3.99,4.01,1561.8,OK
20231022170901,1.5738,3.5,0,0.0,0,0.91,7.98,682.8,OK
20260623152443-w077-080,0.0741,3.5,0,0.0,656,3.98,4.01,13266.5,OK
20251206103305-w012_20251206103305555_flatboi,1.7043,3.4,0,0.0,417,0.89,1.41,560.2,OK
20251206103305-w012_20251206103305555_flatboi,1.6975,3.4,0,0.0,459,1.03,1.42,560.2,OK
20250926113336-w079_20250926113336891_flatboi,0.4414,3.4,0,0.0,1835,0.6,0.94,2453.5,OK
20250926113336-w079_20250926113336891_flatboi,0.4399,3.4,0,0.0,2200,0.61,0.91,2456.8,OK
20230929220926,0.9313,3.4,0,0.0,6,2.88,2.95,1143.0,OK
20260623152443-w077-080,0.5134,3.4,0,0.0,156,3.99,4.01,1919.7,OK
20250925212701-auto_grown_20250925212701145,2.0079,3.3,0,0.0,0,0.51,1.33,470.6,OK
20230702185753,1.7396,3.3,0,0.0,1050,0.59,3.08,556.2,OK
20260119120000-w036_2026011912_flatboi,0.7916,3.2,0,0.0,464,0.88,1.07,1327.4,OK
20250926114310-w080_20250926114310705_flatboi,0.4332,3.2,0,0.0,1942,0.62,0.72,2146.8,OK
20250926114310-w080_20250926114310705_flatboi,0.4323,3.2,0,0.0,2388,0.62,0.72,2153.1,OK
20260623153216-w081-084,0.1489,3.2,0,0.0,606,3.99,4.01,6557.8,OK
20260623154006-w085-088,0.1418,3.2,0,0.0,352,3.99,4.01,6867.7,OK
20260623153216-w081-084,0.0701,3.2,0,0.0,1346,3.98,4.01,13923.5,OK
20260105050000-w032_2026010505_flatboi,0.875,3.1,0,0.0,248,1.07,1.11,1254.1,OK
20260602225659-5753_0,1.8571,3.1,0,0.0,376,0.67,1.17,536.2,OK
20260623153216-w081-084,0.5955,3.1,0,0.0,186,3.99,4.01,1639.9,OK
20260623154006-w085-088,0.5671,3.1,0,0.0,124,3.99,4.01,1717.1,OK
20260623154006-w085-088,0.0667,3.1,0,0.0,788,3.98,4.01,14595.9,OK
20251001060526-auto_grown_20251001060526760,2.1239,3.0,0,0.0,25,0.56,3.17,422.7,OK
20251114202035-w081_20251114202035261_flatboi,0.4548,3.0,0,0.0,1028,0.64,0.72,2026.8,OK
20251114202035-w081_20251114202035261_flatboi,0.4536,3.0,0,0.0,1352,0.64,0.72,2033.1,OK
20260603005223-5753_-1,1.8872,3.0,0,0.0,412,0.64,1.13,514.1,OK
20260623153216-w081-084,0.4858,3.0,0,0.0,134,3.99,4.01,2014.4,OK
20260623154617-w089-091,0.1356,3.0,0,0.0,418,2.99,3.01,7143.4,OK
20260623154617-w089-091,0.5424,3.0,0,0.0,144,2.99,3.01,1786.0,OK
20260623154617-w089-091,0.5423,3.0,0,0.0,144,2.99,3.01,1786.0,OK
20240304144031-w018_20240304144031_flatboi,0.1819,2.9,0,0.0,6,5.22,5.27,6019.1,OK
20231005123336,0.9989,2.9,0,0.0,8,3.99,4.06,1060.1,OK
20260603024952-5753_-2,1.995,2.9,0,0.0,384,0.67,1.15,481.1,OK
20260603042357-5753_-3,2.0887,2.9,0,0.0,400,0.61,1.18,459.4,OK
20260603193311-5753_-1_copy,1.9566,2.9,0,0.0,354,0.61,1.14,498.8,OK
20260623154006-w085-088,0.4626,2.9,0,0.0,66,3.99,4.01,2109.8,OK
20260623154617-w089-091,0.0638,2.9,0,0.0,868,2.99,3.01,15162.0,OK
20260116230000-w035_2026011623_flatboi,0.3404,2.8,0,0.0,701,0.76,1.11,3156.1,OK
20260116230000-w035_2026011623_flatboi,0.8185,2.8,0,0.0,400,0.78,1.13,1315.2,OK
20250925222237-auto_grown_20250925222237459,2.7128,2.8,0,0.0,2,0.58,2.97,383.8,OK
20250502183421-auto_grown_20250502161744358,1.8443,2.8,0,0.0,2,0.46,0.87,456.8,OK
20250502183421-auto_grown_20250502161744358,1.705,2.8,0,0.0,10,0.41,0.94,462.3,OK
20250502184658-auto_grown_20250502163923577,1.6443,2.8,0,0.0,4,0.35,0.37,438.6,OK
20251115002748-auto_grown_20251115002740308_8_flatboi,0.5725,2.8,0,0.0,1214,2.93,2.97,1890.6,OK
20231016151002,2.1148,2.8,0,0.0,166,0.72,4.97,459.2,OK
20260603145540-5753_-4,2.1226,2.8,0,0.0,452,0.56,1.16,436.3,OK
20260623154617-w089-091,0.4426,2.8,0,0.0,128,2.99,3.01,2195.9,OK
20260623155240-w092-094,0.1313,2.8,0,0.0,660,2.99,3.01,7381.4,OK
20260623155240-w092-094,0.5254,2.8,0,0.0,202,2.99,3.01,1846.6,OK
20260623155914-w095-097,0.1278,2.8,0,0.0,586,2.99,3.01,7612.6,OK
20260623155914-w095-097,0.5111,2.8,0,0.0,160,2.99,3.01,1903.4,OK
20260623160554-w098-100,0.5002,2.8,0,0.0,158,2.99,3.01,1956.2,OK
20260623160554-w098-100,0.125,2.8,0,0.0,546,2.99,3.01,7823.2,OK
20260623161233-w101-103,0.491,2.8,0,0.0,194,2.99,3.01,2005.7,OK
20260623161233-w101-103,0.4911,2.8,0,0.0,192,2.99,3.01,2005.9,OK
20260623161921-w104-106,0.393,2.8,0,0.0,180,2.99,3.01,2523.9,OK
20260623161233-w101-103,0.1228,2.8,0,0.0,736,2.99,3.01,8022.7,OK
20260623155240-w092-094,0.0618,2.8,0,0.0,1416,2.99,3.01,15678.0,OK
20260623162614-w107-109,0.386,2.8,0,0.0,378,2.99,3.01,2583.1,OK
20260623161921-w104-106,0.1203,2.8,0,0.0,1026,2.99,3.01,8210.3,OK
20260623163339-w110-112,0.1161,2.8,0,0.0,1598,2.99,3.01,8602.7,OK
20260116230000-w035_2026011623_flatboi,0.8205,2.7,0,0.0,310,0.8,1.11,1315.4,OK
20260116230000-w035_2026011623_flatboi,0.2507,2.7,0,0.0,960,0.76,1.11,4301.2,OK
20260623155240-w092-094,0.4289,2.7,0,0.0,160,2.99,3.01,2271.6,OK
20260623155914-w095-097,0.4174,2.7,0,0.0,152,2.99,3.01,2341.5,OK
20260623160554-w098-100,0.4086,2.7,0,0.0,144,2.99,3.01,2406.3,OK
20260623161233-w101-103,0.4012,2.7,0,0.0,166,2.99,3.01,2466.4,OK
20260623161921-w104-106,0.4811,2.7,0,0.0,276,2.99,3.01,2053.2,OK
20260623161921-w104-106,0.4812,2.7,0,0.0,286,2.99,3.01,2052.9,OK
20260623162614-w107-109,0.4726,2.7,0,0.0,424,2.99,3.01,2102.3,OK
20260623163339-w110-112,2.2016,2.7,0,0.0,18,2.99,3.0,453.6,OK
20260623163339-w110-112,0.3792,2.7,0,0.0,424,2.99,3.01,2642.1,OK
20260623162614-w107-109,0.1182,2.7,0,0.0,1560,2.98,3.01,8407.6,OK
20260623163339-w110-112,0.4644,2.7,0,0.0,408,2.99,3.01,2151.0,OK
20260623164141-w113-115,2.1638,2.7,0,0.0,16,2.99,3.0,464.8,OK
20260623164141-w113-115,0.3723,2.7,0,0.0,350,2.99,3.0,2704.3,OK
20260623164141-w113-115,0.456,2.7,0,0.0,420,2.99,3.0,2204.0,OK
20260623164141-w113-115,0.4561,2.7,0,0.0,414,2.99,3.0,2203.7,OK
20260623164141-w113-115,0.1141,2.7,0,0.0,1492,2.99,3.0,8813.8,OK
20260623164141-w113-115,0.0537,2.7,0,0.0,3262,2.86,3.0,18719.4,OK
20250925212701-auto_grown_20250925212701145,2.1262,2.6,0,0.0,0,0.47,1.16,469.0,OK
20251107110950-w064_20251107110950052_flatboi,0.4828,2.6,0,0.0,166,0.97,0.99,2243.3,OK
20251111151836-w069_20251111151836406_flatboi,0.4521,2.6,0,0.0,2106,0.96,1.0,2346.3,OK
20260603185441-5753_-6,2.271,2.6,0,0.0,476,0.45,1.12,390.2,OK
20260603190005-5753_-5,2.2221,2.6,0,0.0,512,0.5,1.13,413.5,OK
20260623164704-w116-117,0.3677,2.6,0,0.0,374,1.99,2.0,2761.3,OK
20260623164704-w116-117,2.1333,2.6,0,0.0,28,1.99,2.0,474.6,OK
20260623164704-w116-117,0.4504,2.6,0,0.0,406,1.99,2.0,2251.5,OK
20260623165230-w118-119,0.1114,2.6,0,0.0,1384,1.99,2.0,9156.0,OK
20260623164704-w116-117,0.053,2.6,0,0.0,3126,1.99,2.0,19129.0,OK
20260623165230-w118-119,0.4455,2.6,0,0.0,366,1.99,2.0,2289.3,OK
20260623164704-w116-117,0.1126,2.6,0,0.0,1490,1.99,2.0,9003.9,OK
20260623165742-w120-121,0.4399,2.6,0,0.0,386,2.0,2.0,2324.8,OK
20260623165230-w118-119,0.0524,2.6,0,0.0,3052,1.99,2.0,19443.9,OK
20260115160000-w034_2026011516_flatboi,0.8345,2.5,0,0.0,144,0.7,1.08,1299.2,OK
20251107110950-w064_20251107110950052_flatboi,0.4836,2.5,0,0.0,128,0.97,0.98,2242.3,OK
20251111151836-w069_20251111151836406_flatboi,0.4532,2.5,0,0.0,1920,0.96,0.99,2345.3,OK
20231005123336,0.997,2.5,0,0.0,4,3.99,4.04,1062.2,OK
20231005123336,0.3062,2.5,0,0.0,0,3.99,4.04,3457.8,OK
20260623161921-w104-106,2.282,2.5,0,0.0,6,2.99,3.01,433.2,OK
20260623162614-w107-109,2.2412,2.5,0,0.0,18,2.99,3.0,443.4,OK
20260623165230-w118-119,0.3637,2.5,0,0.0,318,1.99,2.0,2808.1,OK
20260623165230-w118-119,2.1113,2.5,0,0.0,38,1.99,2.0,482.7,OK
20260623165742-w120-121,2.0866,2.5,0,0.0,42,1.99,2.0,490.1,OK
20260623165742-w120-121,0.11,2.5,0,0.0,1502,1.99,2.0,9300.2,OK
20260115160000-w034_2026011516_flatboi,0.8358,2.4,0,0.0,82,0.69,1.08,1299.5,OK
20260115160000-w034_2026011516_flatboi,0.3473,2.4,0,0.0,168,0.68,1.08,3117.6,OK
20260115160000-w034_2026011516_flatboi,0.2555,2.4,0,0.0,230,0.68,1.08,4250.6,OK
20250925222237-auto_grown_20250925222237459,2.6259,2.4,0,0.0,0,0.71,3.01,383.1,OK
20260602204401-5753_-7,2.3839,2.4,0,0.0,382,0.38,1.0,357.8,OK
20260623155914-w095-097,2.4201,2.4,0,0.0,0,2.98,3.01,401.6,OK
20260623160554-w098-100,2.3711,2.4,0,0.0,2,2.99,3.01,412.7,OK
20260623161233-w101-103,2.3303,2.4,0,0.0,4,2.99,3.01,423.1,OK
20250917143559-w062_20250917143559205_flatboi,0.5102,2.3,0,0.0,10,0.93,0.95,2140.5,OK
20260604223808-20231210121321_v8,2.9124,2.3,0,0.0,7,0.22,0.22,182.4,WATCH
20260623154617-w089-091,2.5626,2.3,0,0.0,2,1.47,3.01,376.9,OK
20260623155240-w092-094,2.4844,2.3,0,0.0,2,2.86,3.01,389.7,OK
20260623165742-w120-121,0.359,2.3,0,0.0,312,1.99,2.0,2852.0,OK
20251223230000-w031_2025122323_flatboi,0.3753,2.2,0,0.0,120,1.07,1.11,2936.8,OK
20251223230000-w031_2025122323_flatboi,0.2759,2.2,0,0.0,182,1.07,1.11,3998.1,OK
20251223230000-w031_2025122323_flatboi,0.9022,2.2,0,0.0,100,1.08,1.12,1220.8,OK
20260105050000-w032_2026010505_flatboi,0.8756,2.2,0,0.0,158,1.06,1.1,1255.2,OK
20260105050000-w032_2026010505_flatboi,0.3635,2.2,0,0.0,376,1.06,1.1,3016.0,OK
20260105050000-w032_2026010505_flatboi,0.2676,2.2,0,0.0,512,1.06,1.1,4106.5,OK
20230929220926,0.9318,2.2,0,0.0,0,2.89,2.95,1149.2,OK
20230929220926,0.2862,2.2,0,0.0,0,2.88,2.95,3740.5,OK
20260602230115-20230702185753_v14,3.1254,2.2,0,0.0,43,0.15,0.16,171.3,WATCH
20251223230000-w031_2025122323_flatboi,0.9032,2.1,0,0.0,48,1.07,1.11,1221.7,OK
20251223230000-w031_2025122323_flatboi,0.1353,2.1,0,0.0,212,0.46,1.09,8191.2,OK
20260105050000-w032_2026010505_flatboi,0.1313,2.1,0,0.0,918,0.43,1.08,8427.3,OK
20260116230000-w035_2026011623_flatboi,0.1249,2.1,0,0.0,858,0.5,1.11,8820.9,OK
20250502205333-auto_grown_20250502181030065,2.5864,2.1,0,0.0,0,0.56,0.87,348.9,OK
20251115002746-auto_grown_20251115002740308_6_flatboi,0.6304,2.1,0,0.0,16,0.96,5.06,1720.9,OK
20251115002747-auto_grown_20251115002740308_7_flatboi,0.5998,2.1,0,0.0,1179,1.51,4.74,1802.2,OK
20251210142414-w059_20251210142414060_flatboi,0.5145,2.1,0,0.0,90,0.95,0.96,2084.1,OK
20251210153304-w058_20251210153304503_flatboi,0.5254,2.1,0,0.0,146,0.95,0.96,2043.9,OK
20251210153304-w058_20251210153304503_flatboi,0.5246,2.1,0,0.0,170,0.96,0.97,2045.6,OK
20260623154006-w085-088,2.6733,2.1,0,0.0,2,0.85,4.01,362.4,OK
20260115160000-w034_2026011516_flatboi,0.1274,2.0,0,0.0,406,0.41,1.06,8721.6,OK
20251107175958-w061_20251107175958270_flatboi,0.5346,2.0,0,0.0,10,0.9,0.92,2052.5,OK
20251211152543-w053_20251211152543204_flatboi,0.5594,2.0,0,0.0,30,0.95,0.96,1935.6,OK
20260623153216-w081-084,2.79,2.0,0,0.0,0,0.81,4.0,345.9,OK
20260110010000-w033_2026011001_flatboi,0.8543,1.9,0,0.0,56,1.01,1.06,1291.2,OK
20250917143559-w062_20250917143559205_flatboi,0.5112,1.9,0,0.0,8,0.93,0.95,2138.7,OK
20251207123912-w060_20251207123912611_flatboi,0.5651,1.9,0,0.0,8,0.86,0.87,1930.9,OK
20251207123912-w060_20251207123912611_flatboi,0.5637,1.9,0,0.0,16,0.86,0.88,1932.6,OK
20251210142414-w059_20251210142414060_flatboi,0.5153,1.9,0,0.0,60,0.95,0.96,2082.7,OK
20251211095724-w056_20251211095724922_flatboi,0.5389,1.9,0,0.0,142,0.95,0.96,1996.8,OK
20251211095724-w056_20251211095724922_flatboi,0.5377,1.9,0,0.0,160,0.95,0.97,1997.9,OK
20251211111451-w055_20251211111451620_flatboi,0.545,1.9,0,0.0,126,0.95,0.97,1975.0,OK
20251211152543-w053_20251211152543204_flatboi,0.5607,1.9,0,0.0,6,0.95,0.96,1934.3,OK
20260623152443-w077-080,2.9403,1.9,0,0.0,0,0.77,4.0,329.4,OK
20240304161941-w023_20240304161941_flatboi,0.1529,1.8,0,0.0,0,4.0,4.58,7232.1,OK
20251220020000-w030_2025122002_flatboi,0.1401,1.8,0,0.0,230,0.49,1.17,7893.2,OK
20260110010000-w033_2026011001_flatboi,0.3551,1.8,0,0.0,98,1.01,1.05,3098.2,OK
20260110010000-w033_2026011001_flatboi,0.8544,1.8,0,0.0,46,1.01,1.05,1291.3,OK
20260110010000-w033_2026011001_flatboi,0.2612,1.8,0,0.0,132,1.01,1.05,4222.9,OK
20260110010000-w033_2026011001_flatboi,0.1275,1.8,0,0.0,94,0.38,1.02,8690.2,OK
20251107063327-w063_20251107063327215_flatboi,0.5023,1.8,0,0.0,26,0.94,0.96,2184.1,OK
20251107063327-w063_20251107063327215_flatboi,0.501,1.8,0,0.0,38,0.94,0.96,2185.5,OK
20251109232817-w065_20251109232817724_flatboi,0.4813,1.8,0,0.0,150,0.97,0.98,2259.1,OK
20251109232817-w065_20251109232817724_flatboi,0.4805,1.8,0,0.0,170,0.97,0.98,2260.0,OK
20251112163527-w071_20251112163527854_flatboi,0.4692,1.8,0,0.0,74,0.94,0.96,2338.0,OK
20251112163527-w071_20251112163527854_flatboi,0.4686,1.8,0,0.0,92,0.94,0.96,2339.8,OK
20251210160810-w057_20251210160810301_flatboi,0.5328,1.8,0,0.0,140,0.95,0.96,2019.9,OK
20251210160810-w057_20251210160810301_flatboi,0.5317,1.8,0,0.0,160,0.96,0.97,2021.0,OK
20251211111451-w055_20251211111451620_flatboi,0.5459,1.8,0,0.0,124,0.95,0.96,1973.6,OK
20251211135303-w054_20251211135303394_flatboi,0.5529,1.8,0,0.0,114,0.95,0.96,1953.5,OK
20251211135303-w054_20251211135303394_flatboi,0.5517,1.8,0,0.0,138,0.95,0.97,1954.6,OK
20251212105627-w052_20251212105627148_flatboi,0.5666,1.8,0,0.0,36,0.95,0.96,1912.1,OK
20260623151041-w069-072,3.2411,1.8,0,0.0,2,0.68,4.0,298.5,OK
20260623151729-w073-076,3.0867,1.8,0,0.0,8,0.71,4.01,313.9,OK
20251212185248-w029_20251212185248662_flatboi,0.1427,1.7,0,0.0,148,0.5,1.19,7689.8,OK
20251110135803-w067_20251110135803677_flatboi,0.4762,1.7,0,0.0,112,0.96,0.98,2290.6,OK
20251111210734-w070_20251111210734722_flatboi,0.4722,1.7,0,0.0,88,0.95,0.97,2328.5,OK
20251111210734-w070_20251111210734722_flatboi,0.4716,1.7,0,0.0,90,0.95,0.97,2329.8,OK
20251113130119-w073_20251113130119516_flatboi,0.4646,1.7,0,0.0,74,0.94,0.96,2367.1,OK
20251212105627-w052_20251212105627148_flatboi,0.5674,1.7,0,0.0,24,0.95,0.96,1911.1,OK
20260623150417-w064-068,3.4667,1.7,0,0.0,0,0.66,5.0,280.9,OK
20251208130119-w028_20251208130119156_flatboi,0.1477,1.6,0,0.0,60,0.56,1.22,7458.5,OK
20251110135803-w067_20251110135803677_flatboi,0.4773,1.6,0,0.0,88,0.96,0.98,2289.7,OK
20251111010954-w068_20251111010954408_flatboi,0.4753,1.6,0,0.0,98,0.96,0.97,2306.0,OK
20251111010954-w068_20251111010954408_flatboi,0.4741,1.6,0,0.0,116,0.96,0.98,2307.2,OK
20251113021010-w072_20251113021010674_flatboi,0.4668,1.6,0,0.0,78,0.94,0.96,2354.4,OK
20251113130119-w073_20251113130119516_flatboi,0.4654,1.6,0,0.0,60,0.94,0.96,2365.4,OK
20260623145652-w059-063,3.8532,1.6,0,0.0,4,0.68,4.99,259.8,OK
20251113021010-w072_20251113021010674_flatboi,0.4679,1.5,0,0.0,60,0.94,0.96,2352.9,OK
20251113152136-w074_20251113152136889_flatboi,0.4642,1.4,0,0.0,36,0.93,0.95,2377.1,OK
